method,mean_price,std_price_across_trials,mean_standard_error,geometric_asian_price,n_paths,n_steps,mean_beta,mean_correlation
arithmetic_plain,5.7906101211874486,0.023542709860506144,0.025352109896298308,5.565508831349356,100000,252,,
arithmetic_geometric_control,5.782044688483114,0.0006672562250262369,0.0006989028990233214,5.565508831349356,100000,252,1.0353105727118224,0.9996199256062879
