method,mean_price,std_price_across_trials,mean_standard_error,black_scholes_price,absolute_error,relative_error_pct
plain,10.448131643592852,0.05253146820891752,0.04658826180620003,10.450583572185565,0.0024519285927127044,0.023462121285155412
antithetic,10.445018261838419,0.04128159225338618,0.032823702996019395,10.450583572185565,0.005565310347146024,0.05325358444056855
control_variate,10.451148385556715,0.018407570756459407,0.01773945190400953,10.450583572185565,0.0005648133711506631,0.005404610826269311
