S0,K,moneyness,mc_price,standard_error,black_scholes_price,absolute_error,relative_error_pct
70,100.0,0.7,0.4532567560752756,0.008591366535906742,0.4414482102153654,0.011808545859910202,2.674956107342529
80,100.0,0.8,1.826301670883459,0.018449230434681017,1.8594195728121825,0.03311790192872355,1.7810881639067668
90,100.0,0.9,5.131209941581406,0.03235006177525532,5.091222078817552,0.03998786276385413,0.7854275878128931
100,100.0,1.0,10.50178632562504,0.04678418751299205,10.450583572185565,0.05120275343947611,0.48995114086980995
110,100.0,1.1,17.60086146254738,0.059666682386271416,17.66295374059044,0.06209227804306039,0.3515396063138008
120,100.0,1.2,26.071332428796808,0.07073914400587294,26.169043946847296,0.09771151805048817,0.3733858915478642
130,100.0,1.3,35.488470876432906,0.08034443111065737,35.440270667389996,0.04820020904291056,0.13600406581336155
